Q-table (State: Q-values for [Forward, Forward_Left, Forward_Right, Rotate_Left, Rotate_Right])
--------------------------------------------------------------------------------
State (0, 0, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 0, 0): Q-values [-3.0541855852251105, -3.6058527619671703, 0.23404663830665537, -2.524729913645, -0.7795757477304865]
State (1, 0, 0, 1): Q-values [-4.386739444701565, -3.7272856778670977, -0.9175557093656657, -4.4650529992953825, -2.73840142241527]
State (1, 0, 0, 2): Q-values [-0.6649539816583684, -0.5928658525360712, 0.0, 0.0, 0.0]
State (1, 0, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 1, 1): Q-values [-2.604012350084099, -1.655750486407712, -1.3017476577885456, -1.3619027021393335, -1.0770090439494369]
State (1, 0, 1, 2): Q-values [-2.5646, -2.3333306119717023, -1.674748086341864, -3.225789424359048, -2.2814500896277066]
State (1, 0, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 0, 0): Q-values [-3.7259728650374226, -0.5, -0.6014400305116671, -2.646556502161864, -0.14939723013231235]
State (1, 1, 0, 1): Q-values [-0.30000000000000004, -0.5, -0.019194268243737395, -0.9521134829898009, 0.2089427777354359]
State (1, 1, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 1, 0): Q-values [-1.6394111335985475, -1.398838309257964, -1.3198811926175802, -2.196715786387939, -1.3346787709866108]
State (1, 1, 1, 1): Q-values [-8.857274651726998, -6.395299522823805, -2.798715993536046, -8.50439548643554, 1.5312547960675118]
State (1, 1, 1, 2): Q-values [-8.235973532021783, -9.177467487991565, -1.1582120719790188, -7.7825254598722235, 1.4555734006180794]
State (1, 1, 1, 3): Q-values [-3.6642331487247968, -1.8839966069228724, -1.279418558165895, -2.61969283227156, -1.7931868661985084]
State (1, 1, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 2, 1): Q-values [-1.753117247158574, -0.9863800434767649, -1.1237460062365228, -0.8653973139661683, 0.06855051607024737]
State (1, 1, 2, 2): Q-values [-5.848185617576107, -5.671204186009117, -3.313358544704709, -5.949517596695633, 3.3677493723355396]
State (1, 1, 2, 3): Q-values [-0.5706308651665777, -0.6394435421249023, 0.0, 0.0, 0.0]
State (1, 1, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 1, 1): Q-values [-6.616306407231102, -5.193180750470073, 0.15896202332786524, -5.370840332343996, -3.728924489591626]
State (1, 2, 1, 2): Q-values [-1.941020666660159, -2.5412261242004215, -0.8565523939877846, -2.2273259059370925, -0.42014099393784643]
State (1, 2, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 2, 1): Q-values [-1.1102167333308421, -1.1330700747311981, -0.2696317516143868, -1.0165692868850984, -1.139658524268579]
State (1, 2, 2, 2): Q-values [-3.398354419460198, -4.8705507552477405, -2.613067711332071, -4.007880401505211, -0.3869565137078379]
State (1, 2, 2, 3): Q-values [-0.95, -0.9995, 0.0, -0.5529572011921209, 0.0]
State (1, 2, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 0, 0): Q-values [-0.15583236883988766, -2.145647618850619, -0.138530065861013, -2.1549904718653856, 0.14356526225817282]
State (2, 0, 0, 1): Q-values [-0.7513517185761645, -1.4395898784787757, -0.06952820103658677, -0.9655325698270475, -0.7339479668631541]
State (2, 0, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 0, 0): Q-values [-0.3182503359070934, -0.5, -0.6525986222631088, -0.5, -0.08180181393469965]
State (2, 1, 0, 1): Q-values [0.08612220137466148, -2.5611676236397374, -0.6377368472787834, -2.017868273979747, -0.22126203795034224]
State (2, 1, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 1, 0): Q-values [0.05, 0.0, 0.0, -0.7000000000000001, 0.0]
State (2, 1, 1, 1): Q-values [-0.23690177538797552, -2.96196358435881, 7.32643111363474, -5.184405257806225, 0.4430694596741681]
State (2, 1, 1, 2): Q-values [4.513255928054041, -4.275926049193643, 6.2256745836082015, -6.912290109879252, -1.3773092997510819]
State (2, 1, 1, 3): Q-values [-2.6246023073677502, -4.684638376368131, 6.104957154320133, -4.1474013215938355, -1.2805867835078355]
State (2, 1, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 2, 1): Q-values [-0.8559830064144844, -0.9847396732323117, -0.9891364384666451, -0.8091198276101332, 1.1804986574922505]
State (2, 1, 2, 2): Q-values [-2.0498469916233497, -2.3571393110073626, 3.7004527085009906, -3.308829297512072, -2.0531565188927465]
State (2, 1, 2, 3): Q-values [-1.7791895188544096, -2.6219196946147276, 4.014106513799291, -1.8099827827987327, -1.862916766090021]
State (2, 1, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 3, 3): Q-values [0.14287951043662636, 0.0, -0.021293095518806916, 0.0, 0.0]
State (2, 2, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 1, 0): Q-values [0.041994945250239384, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 1, 1): Q-values [0.7170836839255387, 4.89126355864479, 2.996521974059793, -0.27946715546922996, -0.5530098606065886]
State (2, 2, 1, 2): Q-values [-0.20197937511017183, -0.3490848656498047, 2.2776195355212057, -0.5859346704965172, -0.26152227159571806]
State (2, 2, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 2, 1): Q-values [1.31456178396114, -0.37456246338775545, 0.11756248165138597, -0.1293798447603942, -0.6656182479261312]
State (2, 2, 2, 2): Q-values [-0.5127093384869389, -0.3110981485303352, 0.6840616809861806, -1.8536273949187727, -0.9756776788645134]
State (2, 2, 2, 3): Q-values [2.883679110611737, -0.8072905215091873, -0.817606541005595, -0.8234726399105403, -0.7711705904033233]
State (2, 2, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 3, 3): Q-values [0.028973599208290082, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 1): Q-values [0.01877441342436891, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.7057258353976396]
State (2, 3, 2, 2): Q-values [0.24528977610254246, 0.1458298565399912, 1.0191851260744935, -0.1, 0.0]
State (2, 3, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 0, 0): Q-values [-0.946718059141265, -3.0579524669784295, -0.8563831546154221, -3.9103715528184586, -0.9047966744188825]
State (3, 0, 0, 1): Q-values [-0.027956663033759394, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 1, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 1, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 0, 0): Q-values [-1.2427222973425023, -5.084609132471368, -0.8190788437527436, -5.005865938986897, -1.2510841967414157]
State (3, 1, 0, 1): Q-values [-0.8711790362364693, -1.3545642475104582, -1.018789157592741, -3.557151526822469, -1.1421694885560683]
State (3, 1, 0, 2): Q-values [1.0458738420041198, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 1, 0): Q-values [-1.6241194332508853, -2.703108276625143, -1.7058433453136912, -2.06948296574002, -3.3611062525579807]
State (3, 1, 1, 1): Q-values [7.311043039639145, 2.8288027095074835, 9.405537914138293, 0.6087426729963785, 6.204810695809586]
State (3, 1, 1, 2): Q-values [9.839655823051139, 2.8724156840533, 7.070431862765864, -0.30670146185731817, 5.128686682656644]
State (3, 1, 1, 3): Q-values [-0.8293673561215481, -3.705231063340996, 5.2085999552626205, -3.095742121866615, -1.3271677388403211]
State (3, 1, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 2, 2): Q-values [2.4184811350215503, -1.2917196758828196, -0.4178891113496477, -1.0384104169585375, -0.4460881329532944]
State (3, 1, 2, 3): Q-values [-1.4178615168394755, -1.1201253696487634, -1.12243681741097, -1.3320476984435459, -0.05760957834695546]
State (3, 1, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 3, 3): Q-values [0.7251431058498132, -0.5217978913249146, 0.0, -1.7160373698837934, 0.0]
State (3, 2, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 1, 0): Q-values [-0.778117055545042, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 1, 1): Q-values [6.672140940432685, 7.968382665436858, 1.8169579515357188, 5.396998559029681, 0.7784070667919252]
State (3, 2, 1, 2): Q-values [0.6014078682081327, 6.650360974077571, -6.366447498983667, 0.5768127978428031, -5.169206575638852]
State (3, 2, 1, 3): Q-values [-1.3829930740627785, 4.754663928003742, -5.637617170739543, -2.1662701654105727, -5.865803066967954]
State (3, 2, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 2, 1): Q-values [-2.14820380807151, 0.37428484977375276, -3.6645723984544034, -2.489879879722829, -3.809882736787972]
State (3, 2, 2, 2): Q-values [0.6927253386958133, 4.922256006523073, -4.540906602205781, -0.5924535946016077, -5.174840424779669]
State (3, 2, 2, 3): Q-values [2.2394626025176434, 2.557467036668886, -2.223399933229085, 0.2559908827138476, -3.7988379962829066]
State (3, 2, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 3, 3): Q-values [1.101723270400393, -0.4227550046595468, -0.9501181276877878, -0.8112006629059737, -1.6353003955908676]
State (3, 3, 0, 0): Q-values [0.15545000000000003, 0.2, -0.5, 0.0, -1.39955]
State (3, 3, 0, 1): Q-values [1.1483933809257123, 0.0, 0.0, 0.0, 0.0]
State (3, 3, 0, 2): Q-values [-0.04033612806387267, 0.0, 0.0, 0.0, 0.0]
State (3, 3, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 3, 1, 0): Q-values [-0.9826590173190871, -0.3049005, -0.5561681043633951, 0.0, 0.0]
State (3, 3, 1, 1): Q-values [-1.6315555515283484, -0.4661517544434719, -6.066506335571015, 3.0126732621511354, -4.406570264524002]
State (3, 3, 1, 2): Q-values [2.885695704436809, 4.870278953612121, -4.997167915917645, -0.6241964167016113, -4.6037988208011384]
State (3, 3, 1, 3): Q-values [1.8688769946126738, -2.489451379719798, -5.945582684780944, -3.107714187954458, -7.335979875231457]
State (3, 3, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 3, 2, 1): Q-values [-4.595596413898858, 0.5547039278476555, -6.2876186367458535, -5.069031821146648, -5.482970870745215]
State (3, 3, 2, 2): Q-values [-3.2703244593987986, 5.545417529451294, -8.237842278937475, -3.6594189803148174, -6.81975021233587]
State (3, 3, 2, 3): Q-values [3.4209027622920263, 6.486720294147885, -4.89431124676863, -1.6376196005163097, -5.546148714447466]
State (3, 3, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 3, 3, 1): Q-values [-3.5764168786052744, 3.6627241319524244, -6.384661173350507, -2.644632687742065, -5.558149889462588]
State (3, 3, 3, 2): Q-values [-6.0385536243565205, -5.602150217088715, -10.218015856091254, 2.9825336226966557, -9.761157437070397]
State (3, 3, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
