Q-table (State: Q-values for [Forward, Forward_Left, Forward_Right, Rotate_Left, Rotate_Right])
--------------------------------------------------------------------------------
State (0, 0, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 0, 0): Q-values [-2.2902020096894913, -1.885302586659644, 1.6850969869319825, -1.701685910206275, 0.5087472937395954]
State (1, 0, 0, 1): Q-values [-3.7972402337320545, -4.430566751819355, -0.44266552571732776, -4.418129423408971, 0.8729494860964817]
State (1, 0, 0, 2): Q-values [0.0, 0.0, 0.0, -0.30000000000000004, 0.0]
State (1, 0, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 1, 1): Q-values [-3.382670039469964, -2.6755937485436925, -2.1508106797007334, -1.4534183185933398, -1.0528662928971808]
State (1, 0, 1, 2): Q-values [-0.94109, -2.69064891, -1.3, -1.24109, -1.21]
State (1, 0, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 0, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 0, 0): Q-values [-1.155, -2.0533178425871674, -1.3, -1.5640956255415892, 1.1130186152314243]
State (1, 1, 0, 1): Q-values [-1.039308134988599, -0.5, -0.09780331645530511, -0.9484149660582936, 0.16149655429839227]
State (1, 1, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 1, 0): Q-values [-0.28556143624301733, -0.5, 0.3623789742146671, 0.0, 0.0]
State (1, 1, 1, 1): Q-values [0.27307212828379135, -2.817873245202186, 6.590831084277266, 3.76520684814275, 23.113460641547373]
State (1, 1, 1, 2): Q-values [1.651929084098121, 3.6800503777569538, 6.478250345827817, 2.1572862806464874, 26.663017837823077]
State (1, 1, 1, 3): Q-values [-2.342795, -0.95, -0.9199262032671165, -1.7195, 0.7596972539548451]
State (1, 1, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 2, 1): Q-values [-0.4113332463690236, -0.010507057708090229, 0.02759336837223442, -0.5, 14.81230480683563]
State (1, 1, 2, 2): Q-values [0.7239019995794824, 3.5788503384125327, 22.05014930313496, 0.30987224869324037, 6.790798073024028]
State (1, 1, 2, 3): Q-values [-0.9343866009067878, -1.355, 0.0, -0.95, 0.0]
State (1, 1, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 1, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 1, 1): Q-values [-1.8295620866800228, -1.631596212192764, 1.2866733002256596, -2.628602644807402, 10.44067116648846]
State (1, 2, 1, 2): Q-values [-1.355, -1.355, -0.0028095989012373395, -0.95, 0.17835523226951586]
State (1, 2, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 2, 1): Q-values [-0.3408102491254448, -0.4919414521053884, 11.830809813016272, -0.8486707984564897, 2.0721160597907766]
State (1, 2, 2, 2): Q-values [-3.229873995789465, -1.7704411734200292, 13.230645505253118, -3.396228907623339, 0.013695720996047184]
State (1, 2, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 2, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (1, 3, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 0, 0): Q-values [-0.1846353531801302, -3.854848843720442, 0.7611272828146912, -2.4131588354883604, -0.015343220878508534]
State (2, 0, 0, 1): Q-values [-0.04962322416386353, -0.9484138257620001, 0.002609327623587515, -2.1619603075148155, 0.4001597307604613]
State (2, 0, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 0, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 0, 0): Q-values [2.74479781120517, -1.8798804259347552, 0.45780876038998286, -1.5077404595770947, 0.6571911785709229]
State (2, 1, 0, 1): Q-values [0.6855508479390032, -1.2919492854628776, 0.8777662194176364, -3.132258277673121, 3.8592236310993484]
State (2, 1, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 1, 0): Q-values [1.6987925549060485, -0.14042094564146873, 0.0, -0.4403076581830105, 0.0]
State (2, 1, 1, 1): Q-values [19.165636014058855, 14.901102318323758, 25.525176895167597, 12.835854246970518, 18.087623426897295]
State (2, 1, 1, 2): Q-values [21.556378550684062, 15.863779955605636, 27.479850759969885, 14.844507045460457, 17.871860665364082]
State (2, 1, 1, 3): Q-values [0.0, 0.0, 23.56687924433502, 0.02403156698821929, 2.223024853020219]
State (2, 1, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 2, 1): Q-values [0.4854347271638466, 0.7050538699611764, 20.10054415627063, 0.0, 1.2736087799876374]
State (2, 1, 2, 2): Q-values [0.06682380004722319, -0.33703508605497223, 25.018498666287698, 0.9329520897953865, 3.7056378627496565]
State (2, 1, 2, 3): Q-values [23.758623709039373, -0.7418545619395628, 3.783626837301402, 0.18208672524464942, 4.244517480298287]
State (2, 1, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 1, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 1, 1): Q-values [13.101604819491216, 10.920201395496772, 19.801584639692784, 12.100750596750565, 9.781714405083962]
State (2, 2, 1, 2): Q-values [12.91827063433022, 1.775805914951496, 0.8872853647756022, 2.2806846655337782, 0.9548784041419648]
State (2, 2, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 2, 1): Q-values [1.7846305164883856, 3.075370953225063, 18.304865242924777, 5.468147793637772, 2.1436495603936585]
State (2, 2, 2, 2): Q-values [7.862493001864774, 2.2441329754222297, 21.134795694124023, 1.2288195442809442, 1.0888542031360742]
State (2, 2, 2, 3): Q-values [18.204337414140078, 0.011560836404801982, 0.6499129986725424, -0.12742155349428835, -0.15626024041526587]
State (2, 2, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 2, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 2, 1): Q-values [1.2670776927873182, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 2, 2): Q-values [4.5954594762048995, 0.14673341899035686, 0.05495, -0.045760333637289846, 0.0]
State (2, 3, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (2, 3, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 0, 0): Q-values [-0.23874787464164515, -4.2730068974968525, -0.27538192778136655, -3.993602348018014, -0.0494847574441803]
State (3, 0, 0, 1): Q-values [-0.2757876548530191, -2.9812703426906046, -0.1, -1.4507203450731807, 0.10646985724618425]
State (3, 0, 0, 2): Q-values [0.0, -0.37951817889986605, 0.0, 0.0, 0.0]
State (3, 0, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 1, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 1, 1): Q-values [-0.275, 0.0, 0.0, -0.7000000000000001, 0.0]
State (3, 0, 1, 2): Q-values [0.0, 0.0, -0.48, -1.4081646137256993, 0.0]
State (3, 0, 1, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 2, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 0, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 0, 0): Q-values [-0.06205891813091714, -3.5318788037717574, -0.060610355693690325, -2.987098952820993, -0.05817719407077322]
State (3, 1, 0, 1): Q-values [10.411230197080187, -3.627088776835581, 2.3275842209372555, -2.185036963970944, 1.7466246230850206]
State (3, 1, 0, 2): Q-values [1.5941747599050347, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 1, 0): Q-values [0.7154235057480242, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 1, 1): Q-values [26.54476965382068, 21.62918711419442, 28.46084996376849, 20.976046459746808, 25.49737589088005]
State (3, 1, 1, 2): Q-values [28.32599545861214, 20.719000519787222, 24.691148226645854, 19.2056670226193, 24.999752986665875]
State (3, 1, 1, 3): Q-values [0.12867361415856005, -0.339096903271402, 5.439597174292389, -0.3710686520769418, 0.0]
State (3, 1, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 2, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 2, 2): Q-values [20.084981965914174, 0.0, 1.7396799565267038, 0.0, 0.0]
State (3, 1, 2, 3): Q-values [-0.26430274481966803, -0.95, -0.2783329552509674, -0.4816409081937913, 5.197451099967009]
State (3, 1, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 1, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 0, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 0, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 0, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 0, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 1, 0): Q-values [0.0, 0.0, 0.9135885464108754, 0.0, 0.0]
State (3, 2, 1, 1): Q-values [25.90384176267584, 27.920152021519268, 22.50460115717364, 25.267051377844997, 20.580840667773757]
State (3, 2, 1, 2): Q-values [22.533559308266074, 26.958086942461634, 15.50502039727197, 14.611106124312427, 14.199772733552143]
State (3, 2, 1, 3): Q-values [19.945018759406047, 2.619479165247114, -0.7777804235617365, 3.5357244313714435, 2.671700903980064]
State (3, 2, 2, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 2, 1): Q-values [15.408239388435764, 0.0, -0.45, 0.0, 0.0]
State (3, 2, 2, 2): Q-values [19.90215014908155, 24.064608635755153, 15.941071360617995, 18.72851480869746, 13.100537644570453]
State (3, 2, 2, 3): Q-values [23.363494879511684, 19.91516195282007, 16.495701822701847, 20.565022082350975, 14.838970675707868]
State (3, 2, 3, 0): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 3, 1): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 3, 2): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
State (3, 2, 3, 3): Q-values [1.890849755688702, 0.0, 7.04601483435543, 0.36413461221652565, 1.005071879894849]
State (3, 3, 0, 0): Q-values [0.2585052980989012, 0.11073806704342323, -1.7195, 0.9782765261408842, -3.5270809498487425]
State (3, 3, 0, 1): Q-values [0.8580155215461008, 2.370573510903891, -0.8164973007575602, 6.778157293106866, -0.4888378579628226]
State (3, 3, 0, 2): Q-values [5.824967011789172, 0.0, -0.7793975066195604, 0.0, 0.0]
State (3, 3, 0, 3): Q-values [2.1320053893586492, 0.0, 0.0, 0.0, 0.0]
State (3, 3, 1, 0): Q-values [0.0, -0.536142, -0.5, 0.0, -0.7802]
State (3, 3, 1, 1): Q-values [19.14855008604392, 19.274836375176307, 10.567322410505325, 25.79791556792742, 15.311634832213004]
State (3, 3, 1, 2): Q-values [25.189875184690024, 20.96492226091218, 17.499838600883372, 19.67811397778951, 15.199897785496145]
State (3, 3, 1, 3): Q-values [21.95295306941559, 9.248124106267795, 5.857234332382467, 7.91147761429026, 4.402490413332684]
State (3, 3, 2, 0): Q-values [0.0, -0.30000000000000004, 0.0, 0.0, 0.0]
State (3, 3, 2, 1): Q-values [5.547356237785466, 4.256361356097181, -2.9399359676103534, 22.04668475879992, 3.3762252766484213]
State (3, 3, 2, 2): Q-values [19.46750710917148, 25.165706182610762, 12.099623107687432, 16.583028701940222, 11.293171401174563]
State (3, 3, 2, 3): Q-values [20.939355138975007, 24.618116483445643, 16.903669138074136, 18.28906205281108, 15.333110164807168]
State (3, 3, 3, 0): Q-values [0.0, 0.0, -0.5, 0.0, -0.5]
State (3, 3, 3, 1): Q-values [4.735123307601414, 4.066694474763619, 0.4728147880634299, 22.76957232133096, -0.2108850837597771]
State (3, 3, 3, 2): Q-values [4.99622775083669, 2.034253187411194, -0.07620675611592853, 19.349072378504516, -2.274645503398735]
State (3, 3, 3, 3): Q-values [0.0, 0.0, 0.0, 0.0, 0.0]
